Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1968","1968","%","2.11","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1969","1969","%","2.83","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1970","1970","%","2.85","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1971","1971","%","2.83","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1972","1972","%","2.84","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1973","1973","%","3.04","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1974","1974","%","3.06","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1975","1975","%","3.07","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1976","1976","%","3.08","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1977","1977","%","3.08","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1978","1978","%","3.08","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1979","1979","%","3.15","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1980","1980","%","3.15","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1981","1981","%","3.14","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1982","1982","%","3.15","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1983","1983","%","2.54","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1984","1984","%","2.54","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1985","1985","%","2.53","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1986","1986","%","2.44","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1987","1987","%","2.44","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1988","1988","%","2.43","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1989","1989","%","2.43","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1990","1990","%","2.61","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1991","1991","%","2.6","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1992","1992","%","2.32","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1993","1993","%","2.63","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1994","1994","%","2.54","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1995","1995","%","2.62","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1996","1996","%","2.56","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1997","1997","%","2.46","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1998","1998","%","2.43","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","1999","1999","%","2.4","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2000","2000","%","2.41","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2001","2001","%","2.43","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2002","2002","%","2.45","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2003","2003","%","2.46","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2004","2004","%","2.3","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2005","2005","%","2.31","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2006","2006","%","2.39","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2007","2007","%","2.4","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2008","2008","%","2.36","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2009","2009","%","2.37","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2010","2010","%","2.35","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2011","2011","%","2.37","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2012","2012","%","2.39","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2013","2013","%","2.41","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2014","2014","%","2.41","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2015","2015","%","2.41","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6650","Land under permanent crops","2016","2016","%","2.5","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1961","1961","%","49.33","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1962","1962","%","49.45","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1963","1963","%","49.32","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1964","1964","%","49.59","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1965","1965","%","49.88","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1966","1966","%","49.5","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1967","1967","%","49.5","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1968","1968","%","49.77","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1969","1969","%","50.13","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1970","1970","%","50.39","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1971","1971","%","50.62","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1972","1972","%","50.86","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1973","1973","%","50.03","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1974","1974","%","50.26","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1975","1975","%","50.45","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1976","1976","%","50.82","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1977","1977","%","51.2","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1978","1978","%","51.72","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1979","1979","%","51.61","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1980","1980","%","52.05","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1981","1981","%","52.23","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1982","1982","%","51.99","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1983","1983","%","50.1","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1984","1984","%","50.18","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1985","1985","%","50.21","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1986","1986","%","49.99","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1987","1987","%","49.97","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1988","1988","%","50.26","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1989","1989","%","50.25","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1990","1990","%","49.77","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1991","1991","%","50.18","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1992","1992","%","49.98","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1993","1993","%","49.95","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1994","1994","%","50.07","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1995","1995","%","50.05","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1996","1996","%","49.98","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1997","1997","%","49.89","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1998","1998","%","49.87","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","1999","1999","%","49.84","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2000","2000","%","50","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2001","2001","%","50","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2002","2002","%","50.17","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2003","2003","%","50.29","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2004","2004","%","50.4","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2005","2005","%","50.64","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2006","2006","%","50.83","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2007","2007","%","51.02","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2008","2008","%","51.09","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2009","2009","%","51.27","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2010","2010","%","51.42","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2011","2011","%","51.68","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2012","2012","%","51.93","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2013","2013","%","52.25","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2014","2014","%","52.21","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2015","2015","%","51.93","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6620","Cropland","2016","2016","%","52.86","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1961","1961","%","21.24","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1962","1962","%","21.14","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1963","1963","%","20.84","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1964","1964","%","20.88","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1965","1965","%","20.93","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1966","1966","%","20.42","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1967","1967","%","20.22","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1968","1968","%","20.25","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1969","1969","%","20.34","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1970","1970","%","20.36","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1971","1971","%","20.36","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1972","1972","%","20.37","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1973","1973","%","19.52","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1974","1974","%","19.52","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1975","1975","%","19.48","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1976","1976","%","19.59","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1977","1977","%","19.7","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1978","1978","%","19.92","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1979","1979","%","19.64","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1980","1980","%","19.8","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1981","1981","%","19.96","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1982","1982","%","19.79","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1983","1983","%","18.36","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1984","1984","%","18.43","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1985","1985","%","18.47","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1986","1986","%","18.32","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1987","1987","%","18.32","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1988","1988","%","18.55","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1989","1989","%","18.56","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1990","1990","%","18.22","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1991","1991","%","18.45","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1992","1992","%","18.24","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1993","1993","%","18.14","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1994","1994","%","18.15","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1995","1995","%","18.07","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1996","1996","%","17.99","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1997","1997","%","17.91","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1998","1998","%","17.87","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","1999","1999","%","17.84","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","2000","2000","%","17.8","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","2001","2001","%","17.66","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","2002","2002","%","17.63","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","2003","2003","%","17.57","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","2004","2004","%","17.5","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","2005","2005","%","17.52","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","2006","2006","%","17.5","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","2007","2007","%","17.49","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","2008","2008","%","17.38","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","2009","2009","%","17.35","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","2010","2010","%","17.31","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","2011","2011","%","17.26","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","2012","2012","%","17.21","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","2013","2013","%","17.2","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","2014","2014","%","17.17","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","2015","2015","%","17.11","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7209","Share in Land area","6620","Cropland","2016","2016","%","17.1","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","1961","1961","%","50.67","Fc","Calculated data"
"EL","Land use indicators","11","Austria","7208","Share in Agricultural land","6655","Land under perm. meadows and pastures","1962","1962","%","50.55","Fc","Calculated data"
