Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1978","1978","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1979","1979","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1980","1980","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1981","1981","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1982","1982","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1983","1983","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1984","1984","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1985","1985","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1986","1986","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1987","1987","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1988","1988","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1989","1989","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1990","1990","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1991","1991","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1992","1992","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1993","1993","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1994","1994","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1995","1995","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1996","1996","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1997","1997","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1998","1998","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","1999","1999","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2000","2000","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2001","2001","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2002","2002","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2003","2003","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2004","2004","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2005","2005","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2006","2006","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2007","2007","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2008","2008","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2009","2009","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2010","2010","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2011","2011","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2012","2012","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2013","2013","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2014","2014","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2015","2015","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2016","2016","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6600","Country area","2017","2017","1000 ha","8387.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1961","1961","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1962","1962","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1963","1963","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1964","1964","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1965","1965","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1966","1966","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1967","1967","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1968","1968","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1969","1969","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1970","1970","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1971","1971","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1972","1972","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1973","1973","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1974","1974","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1975","1975","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1976","1976","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1977","1977","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1978","1978","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1979","1979","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1980","1980","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1981","1981","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1982","1982","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1983","1983","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1984","1984","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1985","1985","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1986","1986","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1987","1987","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1988","1988","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1989","1989","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1990","1990","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1991","1991","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1992","1992","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1993","1993","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1994","1994","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1995","1995","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1996","1996","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1997","1997","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1998","1998","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","1999","1999","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2000","2000","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2001","2001","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2002","2002","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2003","2003","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2004","2004","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2005","2005","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2006","2006","1000 ha","8258","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2007","2007","1000 ha","8257.8","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2008","2008","1000 ha","8257.8","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2009","2009","1000 ha","8257.8","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2010","2010","1000 ha","8257.1","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2011","2011","1000 ha","8256.1","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2012","2012","1000 ha","8255.4","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2013","2013","1000 ha","8253.1","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2014","2014","1000 ha","8252.3","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2015","2015","1000 ha","8252.3","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2016","2016","1000 ha","8252.3","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6601","Land area","2017","2017","1000 ha","8252.3","Fm","Manual Estimation"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1961","1961","1000 ha","3555.4","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1962","1962","1000 ha","3531","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1963","1963","1000 ha","3489.8","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1964","1964","1000 ha","3476.5","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1965","1965","1000 ha","3464.2","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1966","1966","1000 ha","3406","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1967","1967","1000 ha","3373.7","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1968","1968","1000 ha","3359.3","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1969","1969","1000 ha","3351.1","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1970","1970","1000 ha","3335.8","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1971","1971","1000 ha","3320.9","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1972","1972","1000 ha","3307.1","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1973","1973","1000 ha","3222.2","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1974","1974","1000 ha","3207.3","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1975","1975","1000 ha","3189.5","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1976","1976","1000 ha","3183.5","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1977","1977","1000 ha","3177.6","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1978","1978","1000 ha","3180.8","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1979","1979","1000 ha","3142.9","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1980","1980","1000 ha","3141","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1981","1981","1000 ha","3155.4","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1982","1982","1000 ha","3142.7","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1983","1983","1000 ha","3025.9","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1984","1984","1000 ha","3033.2","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1985","1985","1000 ha","3037.5","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1986","1986","1000 ha","3026.8","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1987","1987","1000 ha","3028","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1988","1988","1000 ha","3048.3","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1989","1989","1000 ha","3050.6","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1990","1990","1000 ha","3023.9","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1991","1991","1000 ha","3036.9","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1992","1992","1000 ha","3013","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1993","1993","1000 ha","2999","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1994","1994","1000 ha","2994.1","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1995","1995","1000 ha","2981.1","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1996","1996","1000 ha","2973.3","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1997","1997","1000 ha","2964.6","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1998","1998","1000 ha","2959.9","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","1999","1999","1000 ha","2955.2","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2000","2000","1000 ha","2940.2","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2001","2001","1000 ha","2916.1","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2002","2002","1000 ha","2902.2","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2003","2003","1000 ha","2885.23","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2004","2004","1000 ha","2867.4","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2005","2005","1000 ha","2856.8","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2006","2006","1000 ha","2843.3","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2007","2007","1000 ha","2830.1","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2008","2008","1000 ha","2809.4","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2009","2009","1000 ha","2795","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2010","2010","1000 ha","2779.2","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2011","2011","1000 ha","2757.3","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2012","2012","1000 ha","2735.2","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2013","2013","1000 ha","2716.4","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2014","2014","1000 ha","2714.2","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2015","2015","1000 ha","2718.45","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2016","2016","1000 ha","2670.17","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6602","Agriculture","2017","2017","1000 ha","2654.62","Fc","Calculated data"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1961","1961","1000 ha","3555.4","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1962","1962","1000 ha","3531","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1963","1963","1000 ha","3489.8","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1964","1964","1000 ha","3476.5","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1965","1965","1000 ha","3464.2","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1966","1966","1000 ha","3406","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1967","1967","1000 ha","3373.7","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1968","1968","1000 ha","3359.3","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1969","1969","1000 ha","3351.1","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1970","1970","1000 ha","3335.8","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1971","1971","1000 ha","3320.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1972","1972","1000 ha","3307.1","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1973","1973","1000 ha","3222.2","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1974","1974","1000 ha","3207.3","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1975","1975","1000 ha","3189.5","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1976","1976","1000 ha","3183.5","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1977","1977","1000 ha","3177.6","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1978","1978","1000 ha","3180.8","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1979","1979","1000 ha","3142.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1980","1980","1000 ha","3141","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1981","1981","1000 ha","3155.4","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1982","1982","1000 ha","3142.7","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1983","1983","1000 ha","3025.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1984","1984","1000 ha","3033.2","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1985","1985","1000 ha","3037.5","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1986","1986","1000 ha","3026.8","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1987","1987","1000 ha","3028","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1988","1988","1000 ha","3048.3","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1989","1989","1000 ha","3050.6","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1990","1990","1000 ha","3023.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1991","1991","1000 ha","3036.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1992","1992","1000 ha","3013","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1993","1993","1000 ha","2999","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1994","1994","1000 ha","2994.1","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1995","1995","1000 ha","2981.1","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1996","1996","1000 ha","2973.3","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1997","1997","1000 ha","2964.6","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1998","1998","1000 ha","2959.9","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","1999","1999","1000 ha","2955.2","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","2000","2000","1000 ha","2940.2","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","2001","2001","1000 ha","2916.1","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","2002","2002","1000 ha","2902.2","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","2003","2003","1000 ha","2885.23","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","2004","2004","1000 ha","2867.4","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","2005","2005","1000 ha","2856.8","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","2006","2006","1000 ha","2843.3","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","2007","2007","1000 ha","2830.1","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","11","Austria","5110","Area","6610","Agricultural land","2008","2008","1000 ha","2809.4","Q","Official data reported on FAO Questionnaires from countries"
